V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
E 591 579 :0.998096506303676 -0.00500676566447146 0.0614678485224326 0.0035593617589436 0.999714334871514 0.0236342885713973 -0.0615686206461101 -0.0233705145426493 0.997829205827203 ,-0.179929592725584 -0.659383785503312 -3.52551592978057 
E 613 612 :0.999367631469622 -0.00778181068503954 0.0346955414031952 0.00669255342086343 0.999484457967118 0.0314010829572161 -0.0349220116761266 -0.0311490241362275 0.998904495633018 ,0.00616881847375161 -0.0748711296268794 -0.26088888766038 
E 613 611 :0.99998818528 -0.00481917987449338 0.000636243466772387 0.00479613680493394 0.999467565657736 0.0322735537235684 -0.000791436769483638 -0.0322701209098599 0.999478870674264 ,-0.00350942731901149 -0.139142526362231 -0.50621585167293 
E 613 610 :0.997230674747912 -0.0171210213791322 -0.072373005801603 0.0179517120875922 0.999780058249526 0.0108430235497037 0.072171444318011 -0.0121122150538426 0.997318693734125 ,0.00406144640488293 -0.164179491304947 -0.827176760051844 
E 613 609 :0.99972410000415 -0.0113021236569575 -0.0205909172145119 0.0117450768255045 0.999699433316276 0.0215196700132391 0.0203415102992634 -0.0217555746409638 0.999556360557416 ,0.0329359181530169 -0.246409389931869 -1.08067036803685 
E 613 608 :0.999218909382789 -0.00218416568147655 0.039456311943036 0.00200717913153159 0.999987749131045 0.0045246900182122 -0.039465711241586 -0.00444195993935392 0.999211052094648 ,0.0462246625323921 -0.25440110953084 -1.2710023921835 
E 613 607 :0.997839360374484 -0.00593619275762488 0.065432197754511 0.00555256265431049 0.999966323138459 0.00604331340589296 -0.065465868476719 -0.00566693960583762 0.997838717358719 ,0.0374043720370931 -0.282569994641018 -1.47522207013434 
E 613 606 :0.999791206820779 -0.00990432746444702 0.0178730820321138 0.00956068732431585 0.999769743128573 0.019210777769646 -0.0180592364660397 -0.0190358877414493 0.999655690203461 ,0.00971858145987703 -0.379924923958106 -1.7408064147957 
E 613 605 :0.999335027119618 0.00105842698216388 -0.036446993074276 -0.000668165464237082 0.999942335610622 0.010718162551802 0.0364562357731198 -0.01068668264233 0.999278108279851 ,-0.0107819946473668 -0.395986734496736 -1.93416488835548 
E 613 604 :0.995686183766629 -0.0156713876837404 -0.091451796397404 0.0166900774812339 0.999806778670731 0.0103849235782255 0.0912713797962797 -0.0118664624939821 0.995755352633347 ,-0.0135633011795555 -0.405711174166572 -2.13439262841355 
E 613 603 :0.997952712902529 -0.0566932554586305 -0.0296016485349156 0.057979272803737 0.997322746197075 0.0445616858194762 0.0269960503709719 -0.0461867373109026 0.99856797393114 ,0.0141548059820433 -0.502589538893562 -2.45299360783714 
E 595 594 :0.999840112697722 0.00859958296343783 0.0156778893177806 -0.00866582344775896 0.999953789311003 0.00416206037172837 -0.0156413728482477 -0.00429725673198501 0.999868431864914 ,0.0448821352563886 -0.12654025507929 -0.385001848881807 
E 595 592 :0.998821640367658 -0.0239434877946168 -0.0422142171014634 0.02377566340373 0.999707311317208 -0.00447320116149426 0.0423089655152779 0.00346425910516184 0.999098568883911 ,0.134480883190468 -0.269851208482531 -1.29490819822043 
E 595 591 :0.993513666850018 -0.0502091110341428 -0.102027638174138 0.0516031655772677 0.998606327324683 0.0110687094782082 0.101329694979491 -0.0162618632471497 0.994719983070157 ,0.143135745724603 -0.378080561068809 -1.69272262320255 
E 595 590 :0.991406035758728 -0.0540944509672304 -0.119112814741816 0.0575819718269489 0.998001320492109 0.0260323033273594 0.117466543243959 -0.0326673333861379 0.992539397982646 ,0.149340300142125 -0.413180700068752 -1.94868785849032 
E 595 589 :0.994351811287853 -0.0747422173565146 -0.0753530114408049 0.0774757619518673 0.99641341225451 0.0340267275726193 0.072539518185222 -0.0396725701707764 0.99657619150645 ,0.230409972192337 -0.507728871416704 -2.34164808171398 
E 595 588 :0.998635386916532 -0.0382453523995667 0.0355620165049956 0.0373662320269421 0.998987231678625 0.0250654273289937 -0.0364846365224782 -0.0237024041588463 0.999053085343774 ,0.289091251899935 -0.537179297100564 -2.65996916651921 
E 595 587 :0.997073867675584 -0.070242131235767 0.0301619859742277 0.0695938852743462 0.997332111577738 0.0220306683582654 -0.0316289982590876 -0.0198671139159169 0.99930220867052 ,0.295432742733375 -0.611345215673784 -2.92379925960921 
E 594 592 :0.997794135464265 -0.0326571323625617 -0.0577959768407254 0.0321822017890777 0.999440323333072 -0.00912940216504004 0.0580617698759401 0.00724926215128664 0.998286671791793 ,0.105058514119303 -0.138623717853894 -0.908978384244009 
E 594 591 :0.991322697168038 -0.0586004714949847 -0.117666030867248 0.0597091444489175 0.998198285023716 0.00591623570278647 0.117107336015576 -0.0128906367677514 0.993035600235489 ,0.120872253057748 -0.245064130162986 -1.30705523664671 
E 594 590 :0.988911189320509 -0.0622233432539614 -0.134844040250196 0.065600205485579 0.997630392362824 0.0207415832145643 0.133233902130601 -0.0293573804740236 0.990649721917266 ,0.131383634734695 -0.279009342250361 -1.56303560964598 
E 594 589 :0.992386818134508 -0.0827444762747025 -0.0912236528477756 0.0857114717066851 0.995895098624417 0.0290946069527767 0.0884417707349893 -0.0366920179587828 0.995405318956741 ,0.219406119899928 -0.371167328126908 -1.95506664567766 
E 594 588 :0.998722578431986 -0.046525546288791 0.0197125562191831 0.0461091370175387 0.998714029025261 0.0210768999530047 -0.0206678207284351 -0.0201410469107416 0.999583502972952 ,0.283312208178355 -0.398743850928447 -2.27254842541279 
E 594 587 :0.996806080856466 -0.0785628554724333 0.0143357911393371 0.0783010066644045 0.996767345227633 0.017994772663132 -0.0157031691996878 -0.0168147919366989 0.999735301591982 ,0.294422058698737 -0.471718062423301 -2.5365530687087 
E 594 586 :0.998123695071445 -0.0571939723192233 -0.0218618129914277 0.0579235549751607 0.997730267458036 0.0343391202152149 0.0198482018319993 -0.0355410034813785 0.999171099439717 ,0.295930624788307 -0.543233022759254 -2.85852110527992 
E 594 585 :0.995831701582498 -0.0831257915446659 -0.0375409763242583 0.084848402968484 0.995289709723913 0.0468950128626342 0.0334659623648196 -0.0498848323417211 0.998194135859971 ,0.314508128266157 -0.57533004850801 -3.13275172719114 
E 594 584 :0.999239395701551 -0.0310420065912931 0.0236013538761307 0.0297145015971318 0.998062960820027 0.0546568809391357 -0.0252522963873444 -0.0539140062131068 0.998226227596339 ,0.354115593135148 -0.66270534514673 -3.4552078622923 
E 598 597 :0.999579607396224 -0.0127218870988006 -0.0260530625120536 0.012828130096715 0.999910052375601 0.0039148737457099 0.0260009145191734 -0.00424744003706496 0.99965289560792 ,0.0323331021828412 -0.14135983647685 -0.534905847043055 
E 598 594 :0.99986408172841 0.00677014534251659 -0.0150327376563466 -0.00685631635564576 0.999960317413563 -0.00568810374351757 0.0149936318293682 0.00579039983135147 0.999870822793804 ,0.226372039401383 -0.394504149330016 -1.90121283386559 
E 598 595 :0.999526754987166 -0.00195738027625641 -0.0306990997796224 0.00165484413110455 0.999949849954185 -0.00987719937555511 0.0307168936536044 0.00982172281510936 0.999479867833873 ,0.169444246818065 -0.271847253209799 -1.51654703329468 
E 598 591 :0.989831754026692 -0.0516407775891705 -0.132538027789872 0.0522438343369321 0.998633780584404 0.001074266948045 0.132301475782465 -0.00798763830467406 0.991177338895566 ,0.365217362406836 -0.632952627335502 -3.20770593400572 
E 597 595 :0.999926457214079 0.0111263031326841 -0.00482550949653007 -0.0111916394112897 0.99984309123283 -0.0137309912703824 0.00467197716059749 0.0137839868172918 0.999894081559058 ,0.109856025994061 -0.12805053012532 -0.985383461268627 
E 597 594 :0.999745640685003 0.0197454759578685 0.0108981700542304 -0.0196395421603053 0.999759649957754 -0.00974323868547612 -0.0110879355638134 0.00952672533170799 0.999893143885579 ,0.155184765334646 -0.249786777576909 -1.37187907225187 
E 597 592 :0.998808557164915 -0.0128353971493543 -0.0470820423745474 0.0120125371223598 0.999770847645573 -0.0177186667087818 0.0472986795378503 0.0171319811484636 0.998733863517156 ,0.247573164547076 -0.381584084974075 -2.28324583871709 
E 597 591 :0.993525786144521 -0.0390161500326776 -0.106697011685136 0.0390846647214074 0.999234851005116 -0.00144966216693091 0.10667193281049 -0.00272994018444564 0.994290524030609 ,0.256942855279387 -0.484430931130045 -2.68246952446473 
E 600 599 :0.997426557577638 -0.0133426410734816 -0.0704431413837251 0.0120835119997417 0.999760061950541 -0.0182703931649868 0.0706700146920555 0.0173721748159331 0.997348462958453 ,0.0294669331221122 -0.0195141119625406 -0.390649679429248 
E 600 598 :0.999870176822327 0.0160924461953083 -0.00081404959253151 -0.0161124865942649 0.998147976698614 -0.0586600749080011 -0.000131442145552105 0.0586655758338207 0.998277683280082 ,0.0967297595073191 -0.0882130900804636 -0.778317614626691 
E 600 597 :0.999635108754752 0.00337422084184232 -0.0268004473579185 -0.0048265565165809 0.998512332045386 -0.0543123108095847 0.0265773154601125 0.0544218465967038 0.998164269504744 ,0.127219278428239 -0.198454474465478 -1.32059939052481 
E 600 595 :0.999398618663044 0.0141265176260097 -0.0316676888036024 -0.0162549374017878 0.997553314799254 -0.067993831654678 0.0306296918767351 0.0684676977324546 0.997183030512831 ,0.263011865733711 -0.27332628142366 -2.30822302137314 
E 600 594 :0.999611735734147 0.0228563603535328 -0.0159362659979003 -0.0238334424771832 0.997659618441325 -0.0640878518222898 0.0144341540193106 0.064442784878514 0.997817008611724 ,0.318271555307016 -0.374108737732991 -2.69942952575622 
E 602 601 :0.998490155589346 0.0198477415940564 0.0512198823190667 -0.0219988816861523 0.998884538405036 0.0417819116355071 -0.0503334719219939 -0.0428456075808736 0.997813006286901 ,-0.00284193801924815 -0.0381237787045525 -0.270710047638094 
E 602 600 :0.99838147975514 0.0105568206884899 0.0558835791524523 -0.012261648502037 0.999467082510222 0.0302523214731928 -0.0555344294825276 -0.0308885822830376 0.997978868827689 ,-0.0146409579554039 -0.115638756287843 -0.526446081464459 
E 602 599 :0.999889059330654 -0.00179593872688249 -0.0147866032255196 0.0019849106322246 0.999916423720098 0.0127751988083165 0.0147624239419462 -0.0128031316051665 0.999809057100634 ,-0.0072586269232513 -0.147321841700692 -0.917339872715659 
E 602 598 :0.998074424609542 0.0298821118065716 0.0543553340005464 -0.0283679330542624 0.999193496125195 -0.0284186149440606 -0.055160704442205 0.0268219442824238 0.998117167466 ,0.0375058186807777 -0.228536817066476 -1.3058376688151 
E 602 597 :0.999451461514246 0.0169511628136576 0.0284505563443254 -0.0162771332028503 0.999585221048357 -0.0237579627999316 -0.0288414807479337 0.0232818371476809 0.999312826419883 ,0.0364775446243293 -0.355498586267183 -1.84531144007768 
E 612 611 :0.999415561186765 0.00299979523799036 -0.034051979182926 -0.00296340206727472 0.999994982837677 0.00111917275758329 0.0340551656277277 -0.00101760896407956 0.999419436556076 ,-0.00153495422906502 -0.0565212523290053 -0.247412190690412 
E 612 610 :0.994199828222659 -0.00999613021952116 -0.107083046943337 0.0079341268442382 0.999775145832023 -0.0196648775174796 0.107255541550328 0.0187012073725819 0.994055588812594 ,0.0170721712771531 -0.0716066056880774 -0.568544997242984 
E 612 609 :0.998460144038153 -0.00384468625572174 -0.0553403935196235 0.00332573986593864 0.999949662144379 -0.00946639486211474 0.0553740031211021 0.00926777022462417 0.998422670121932 ,0.0542305624665449 -0.146122728505168 -0.823341194311751 
E 612 608 :0.999978689971884 0.00466480912430105 0.00456718271453416 -0.00454026964738922 0.999627572895201 -0.0269091333784301 -0.00469100774280943 0.0268878237029884 0.999627450294795 ,0.0741041956214143 -0.148285081715731 -1.01325459736406 
E 612 607 :0.999531718810128 0.00095779007161681 0.0305847303510932 -0.000176099004362796 0.999673512434204 -0.0255506854428865 -0.0305992170097706 0.0255333345969417 0.999205552798197 ,0.0722327230097424 -0.17000956307321 -1.21844111001811 
E 612 606 :0.999853620602024 -0.00254228037102073 -0.0169196388714161 0.00233810008465291 0.99992434273079 -0.0120765103565757 0.016949060652973 0.0120351827951825 0.99978391851343 ,0.053187626575248 -0.258826163089129 -1.48775212957512 
E 612 605 :0.997425482272763 0.00812312562112021 -0.0712490150324241 -0.00958003315684198 0.999751466563319 -0.0201302774249786 0.0710677864975469 0.0207610195952967 0.997255408502608 ,0.0393449867334574 -0.268697233727244 -1.68211441491501 
E 612 604 :0.991980862202082 -0.00855581657277743 -0.126098243554724 0.00609021724875775 0.999782916750329 -0.01992557723297 0.126241349322147 0.0189978255855007 0.991817626554573 ,0.0434927131562066 -0.272158117730982 -1.88252466148218 
E 612 603 :0.996766912006361 -0.0483698348915741 -0.0641567003660935 0.0493426023425534 0.99868843237743 0.013664648900599 0.0634115977039491 -0.0167861284420757 0.997846278325754 ,0.0816711157513073 -0.359278125053466 -2.2028570029744 
E 610 609 :0.998634459224414 0.00510536075670413 0.0519918468714748 -0.00562018484392132 0.999936569772396 0.00976063287568466 -0.0519387174647501 -0.0100395081232919 0.99859980868452 ,0.00902334166557672 -0.079635804192499 -0.2557952670242 
E 610 608 :0.993639482145206 0.0154527924827939 0.1115427753227 -0.0146228934591251 0.999859007196422 -0.00825449665749589 -0.111654603617987 0.00657091566444458 0.993725350666994 ,0.00839528305761483 -0.0855479405471953 -0.44666535349979 
E 610 607 :0.990450930360892 0.0116223628049336 0.137374943967498 -0.0107397509302739 0.999916661669249 -0.00716431896137394 -0.1374467616832 0.00562053369842374 0.990493209115412 ,-0.0156450900156813 -0.111086065103766 -0.650004540897961 
E 610 606 :0.995890729312086 0.00669683191005944 0.090315046988911 -0.00734012474085209 0.999949990989527 0.00679250239843075 -0.0902650421759694 -0.00742751387830182 0.995890081383763 ,-0.0641695030378013 -0.20472875829744 -0.913928690501058 
E 610 605 :0.999186647869823 0.0182348994454059 0.0359656942221718 -0.0182192206387235 0.99983372459034 -0.000763656418084133 -0.0359736392096259 0.000107768378051148 0.999352733356943 ,-0.0988566036882776 -0.218094045957289 -1.1054591810505 
E 610 604 :0.999815607645227 0.00146383518269122 -0.0191470074832249 -0.00146625638315139 0.999998918726924 -0.000112415310874981 0.0191468222225941 0.000140469004291623 0.99981667292921 ,-0.116255503411743 -0.225343526560914 -1.3050542000291 
E 610 603 :0.998178228412874 -0.0419659661365936 0.0433483795401648 0.0405535690403205 0.998633463420194 0.032963825255583 -0.0446725011682562 -0.0311458411928614 0.998516051055646 ,-0.113347182061476 -0.318816182416942 -1.62585740977086 
E 610 602 :0.997015944481339 -0.0125870175617553 0.0761628087644104 0.0115547564426206 0.999835525705532 0.0139788819543731 -0.0763262343728275 -0.0130571254892738 0.996997400909562 ,-0.115218234166825 -0.325324631343209 -1.81475208221643 
E 610 600 :0.99132693344326 -0.00440755235592443 0.131344906685459 -0.00149988617479656 0.998992889513374 0.0448436956905121 -0.13141027878916 -0.0446517657428056 0.990321946866071 ,-0.168455567861978 -0.448472668359593 -2.3369900582149 
E 610 601 :0.99195396724391 0.00395229578757263 0.126537370871518 -0.0111615585397699 0.998350649704746 0.0563151830777084 -0.126106092160656 -0.057274423542451 0.990362001455957 ,-0.138189864602031 -0.367259201367589 -2.08393459472171 
E 610 599 :0.998004698431713 -0.0153516675956957 0.0612449851845636 0.0137444208973004 0.999552238071849 0.0265784548037439 -0.0616255856152621 -0.0256836459169658 0.99776882970455 ,-0.190468039633242 -0.485529499846864 -2.72685992763048 
E 604 603 :0.997079373611282 -0.0440188245077386 0.0624104623271609 0.042008418498427 0.99856657734171 0.0331675050512309 -0.0637809963405564 -0.0304488703406107 0.997499298646764 ,-0.00309752206902125 -0.0935133603908924 -0.320789575722007 
E 604 602 :0.995353755287744 -0.014300714294096 0.0952176002914651 0.0130034894958658 0.999814185169729 0.0142304038706532 -0.0954034123892719 -0.0129261248667043 0.995354762986752 ,-0.0085754188239946 -0.100051075038203 -0.509613061962615 
E 604 601 :0.989372893294732 0.00139110579622381 0.14539375102897 -0.0097272033514163 0.998347310443447 0.0566394672052568 -0.145074668803932 -0.057451828125821 0.987751298615411 ,-0.036635316347569 -0.142057038200202 -0.778301673958802 
E 604 600 :0.988630250307133 -0.00672645875854098 0.150216453593555 -6.72043813015684e-05 0.998979085209977 0.0451750240355092 -0.150366963330468 -0.0446714905236813 0.987620491015231 ,-0.0716215670508085 -0.223350267828519 -1.03072211825117 
E 604 599 :0.996620587018283 -0.0173061969173243 0.0802988236501159 0.0151966639412333 0.999525077215618 0.0268082342232747 -0.0807246364896791 -0.0254973638906365 0.996410265652777 ,-0.101040414154504 -0.260494046510232 -1.42009487524865 
E 604 598 :0.988590538390111 0.0180080126597177 0.149547513806139 -0.0161691706770966 0.999778089982031 -0.0135029149259541 -0.149757488377593 0.0109307946614179 0.988662334876223 ,-0.0923143508231643 -0.346640317472309 -1.8100088929578 
E 604 597 :0.992294323491819 0.00479446156783356 0.123810293207744 -0.00368817800794951 0.999951217503219 -0.00916296659445228 -0.123848184923699 0.00863572533745358 0.992263599724892 ,-0.142889601198915 -0.481268796087002 -2.34523745615459 
E 603 602 :0.9990778795691 0.0285661065835435 0.03205258352097 -0.0279245261438515 0.999404115395547 -0.0202887892710622 -0.0326130555966851 0.0193750273574478 0.999280239432135 ,0.0063068131668409 -0.000537750913271129 -0.188910012845688 
E 603 601 :0.995327687205179 0.0469903693592645 0.0843486826824771 -0.0488469321402671 0.998604365211333 0.020082305678235 -0.0832872877651413 -0.0241086492435769 0.99623390864213 ,-0.00629850858102365 -0.0330670733624243 -0.460071179038913 
E 603 600 :0.995330562297548 0.0381079103707064 0.0886840398472295 -0.0390069453703694 0.999203413184607 0.0084259891469055 -0.0882922984711566 -0.011845938013047 0.996024168272674 ,-0.0284979500948381 -0.105017804423959 -0.716740196870472 
E 603 599 :0.999496916195462 0.0263590630344296 0.0176384328019429 -0.0262372120321806 0.999630499694542 -0.00710442011843657 -0.0178191812533597 0.00663806269839441 0.999819190105427 ,-0.0345566447476635 -0.128957396711835 -1.10820725920353 
E 603 598 :0.994575675305659 0.0592573374179593 0.0854856365270053 -0.0551026404947427 0.997219463516222 -0.0501701165528386 -0.0882208881206729 0.0451874932536913 0.995075457115011 ,-0.00460583105317447 -0.203491853338401 -1.49945887763142 
E 603 597 :0.997140428609402 0.0462360327935995 0.0597762068398989 -0.0435914836511751 0.998043870127405 -0.0448131214512126 -0.0617312577690308 0.0420792415879966 0.997205389697445 ,-0.026551488458896 -0.319403984247302 -2.04097070953869 
E 615 613 :0.98237910732775 0.0301345910437119 0.184453777159921 -0.0310686364440694 0.999514886698749 0.00217510852433558 -0.184298750173298 -0.00786750851379475 0.982838782809442 ,0.0103680659446113 -0.0834548449323105 -0.503184630630653 
E 615 612 :0.975518062096066 0.0167288120044497 0.219282141026705 -0.0244356420072045 0.999173612501291 0.0324806323955625 -0.21855756661354 -0.0370437434668757 0.975120685426131 ,-0.0339499672901731 -0.159048772000233 -0.760144203712271 
E 615 611 :0.982366046913355 0.0194319390381625 0.185955235519319 -0.0262761807025176 0.999062244979873 0.0344121051879163 -0.185112161133505 -0.0386914771105047 0.981955425362827 ,-0.0906459511602833 -0.22352191269686 -0.998971714048217 
E 615 610 :0.993511843068542 0.0110744856735822 0.113188221337801 -0.0128826130875889 0.999800633051511 0.0152555704525888 -0.112996707751088 -0.0166147499789808 0.993456437958178 ,-0.143165413560411 -0.249480073405945 -1.31562286659895 
E 615 609 :0.986214070430865 0.0150096655237764 0.164792345772032 -0.0192764404824414 0.999518286659012 0.024323105816467 -0.164347881417777 -0.0271643990380151 0.986028330880199 ,-0.164035553625336 -0.333118547788133 -1.56944080034846 
E 615 608 :0.974392666239938 0.0271692068475543 0.22320565892714 -0.029124005806357 0.999560839077416 0.00547003369673954 -0.22295901924707 -0.0118306036247941 0.974756027195656 ,-0.186329256754613 -0.341933246473722 -1.75889271934892 
E 615 607 :0.968348437590425 0.0232566960478669 0.248516457211832 -0.0255940346533235 0.999653329380306 0.00617790005044377 -0.248286626313919 -0.0123428986792378 0.968607972322057 ,-0.233512074659123 -0.37025863204667 -1.95776055159399 
E 615 606 :0.979131006294561 0.0168866065783487 0.20252731922106 -0.0215453810161467 0.999551050355514 0.0208205256911938 -0.202084806626996 -0.0247495505303969 0.97905525415018 ,-0.312631803400423 -0.467283848202497 -2.212918748298 
E 615 605 :0.988430207359493 0.0292014309261428 0.14883884442959 -0.0316365217024913 0.99940112170551 0.0140188597373889 -0.148340337311999 -0.0185654077691414 0.988762089665925 ,-0.368920857942342 -0.483121517661316 -2.39905435811182 
E 615 604 :0.995479603796641 0.012544710726092 0.0941434472370794 -0.0140541059969567 0.999782836906513 0.0153870442837587 -0.0939299767353766 -0.0166405907335863 0.995439727060624 ,-0.408878960329124 -0.493190345538841 -2.59525684800556 
E 606 605 :0.998461612878626 0.0108113353318239 -0.0543831098426327 -0.0112597297814853 0.999905039500496 -0.00794546831597543 0.054292044473025 0.00854558423134972 0.998488531179544 ,-0.0171579512784756 -0.0121743175808684 -0.193966866694394 
E 606 604 :0.993989568464708 -0.00589497635708659 -0.109315996254401 0.00508720072054977 0.999957669493208 -0.00766678619373153 0.109356564376226 0.00706459308530538 0.993977481310501 ,-0.016415689315151 -0.0180574583785067 -0.394362190949262 
E 606 603 :0.99781114082416 -0.0463122301450722 -0.04720280273648 0.0475679784308293 0.998533819895415 0.0258359817517315 0.045937072993317 -0.028024772328451 0.998551149145974 ,0.0161240971668075 -0.109123192927725 -0.714219173666836 
E 606 602 :0.999723713496456 -0.0186956095954683 -0.0142467840128705 0.018797940957608 0.999798213760178 0.00708302038052561 0.014111487824104 -0.00734887364229988 0.999873421972791 ,0.0313590921231341 -0.114240828693219 -0.902550697195366 
E 606 601 :0.999342658842067 0.0017779146870629 0.0362089662629765 -0.00358139663046124 0.998752597612931 0.0498038388038385 -0.0360752521355453 -0.0499007793605364 0.998102443841597 ,0.0330874341547833 -0.154327781911543 -1.17298641603097 
E 606 600 :0.999126066442402 -0.00769167943646938 0.0410845642885464 0.00611499034366907 0.999245065839983 0.0383654178596451 -0.0413486426431382 -0.038080657319628 0.998418826590162 ,0.0263842799255229 -0.233860298858722 -1.42828693324521 
E 606 599 :0.999365377298851 -0.0203070861685518 -0.0292654217066644 0.0208849281556744 0.999590209552574 0.019576331182667 0.0288558907722186 -0.0201751138282825 0.999379958949427 ,0.0399258853308329 -0.268166927128079 -1.8187942352657 
E 606 598 :0.999114888560089 0.0108111978214974 0.0406516599811783 -0.00999116908437937 0.999743575178184 -0.0203214278600225 -0.0408609348631211 0.0198972835233157 0.998966707208256 ,0.0917311707859518 -0.351275772831466 -2.20601432455961 
E 608 607 :0.999654759461979 -0.00370079471501456 0.0260128046063813 0.00366384490920518 0.999992210629282 0.00146796500080974 -0.0260180346201197 -0.00137215131805182 0.999660531918344 ,-0.000810266207645682 -0.0272421394127718 -0.204534030870187 
E 608 606 :0.999742189913654 -0.0071386094736191 -0.0215544418029005 0.00745707895992581 0.999863684423367 0.0147310741194971 0.0214463442114712 -0.0148880094744678 0.999659142655061 ,-0.0181883653993982 -0.12335569067423 -0.471441723385438 
E 608 605 :0.997114343504731 0.00348642117484438 -0.0758342326691687 -0.00301280768800549 0.999975243484396 0.0063588841912106 0.0758545250262969 -0.0061120606765419 0.997100162344446 ,-0.0310741379462982 -0.138513637193453 -0.665529199022237 
E 608 604 :0.991339872686365 -0.0131840372259036 -0.130657713069713 0.0141097056085138 0.999881469427085 0.00616143684329353 0.13056099352342 -0.00795161988269101 0.991408391487291 ,-0.0259706605467382 -0.147342479296091 -0.865752709997445 
E 608 603 :0.996224177859889 -0.0528243750472609 -0.0688982789934102 0.055678953065737 0.997639515226614 0.0401901958680241 0.0666126236751784 -0.0438746288790344 0.996813811756155 ,0.0141051582846714 -0.242864985330108 -1.1834470201329 
E 608 602 :0.999027618237096 -0.0256695578099603 -0.0358453874488238 0.0264582745481735 0.999414254250877 0.0217050249504057 0.0352672327727689 -0.0226323264823872 0.999121614264523 ,0.0334321391723371 -0.250642640553925 -1.3713114231227 
E 608 601 :0.999888166339497 -0.00427666498775139 0.0143305600316335 0.00333984147160483 0.997894618047498 0.064770183964396 -0.0145773891071844 -0.0647150786789268 0.997797303222653 ,0.0412752916870609 -0.294695049531834 -1.64102108039976 
E 608 600 :0.999716076048424 -0.01400210942539 0.0192797360454296 0.0129556088240987 0.998490526726249 0.0533743406323218 -0.0199979871571858 -0.0531094056601802 0.998388437202717 ,0.0406444773180539 -0.3780275617503 -1.8951942538446 
E 608 599 :0.998336668860329 -0.0270026716196835 -0.0509387017331671 0.0287595060087331 0.999005317194584 0.0340773683121555 0.0499678538962268 -0.0354856582628559 0.998120224038496 ,0.0628446600974844 -0.41798112468136 -2.28476727324554 
E 608 598 :0.999809364361197 0.00324275678895759 0.0192540765570919 -0.00314125397843494 0.999981022870414 -0.00529966248773903 -0.0192708966864973 0.00523817023860918 0.999800577171993 ,0.123576184100365 -0.506396493086289 -2.66950701646182 
E 609 608 :0.998164007191251 0.0094710136940781 0.0598240306859312 -0.00842812060718306 0.999808509231156 -0.0176610206954103 -0.0599798427051575 0.0171243910425895 0.998052690843768 ,0.00931957382474025 -0.00399872602864637 -0.190693191957563 
E 609 607 :0.996297597136181 0.00569485221575336 0.0857826707378111 -0.00430256251368372 0.999856145689056 -0.0164065804980852 -0.0858637635821237 0.0159767514240234 0.996178777889515 ,-0.00398326555450268 -0.0276165400497612 -0.395246837245132 
E 609 606 :0.999260303293525 0.00145355887377103 0.0384282894276285 -0.00134906108349882 0.999995322262752 -0.00274508411686359 -0.0384320998115649 0.00269121147741111 0.999257589956092 ,-0.0382072454286391 -0.118851359456205 -0.662238328347137 
E 609 605 :0.999793037830524 0.0125851512499512 -0.0159842257750359 -0.0127556990456849 0.999862318708148 -0.0106130000198854 0.015848458835716 0.0108146935038413 0.99981591743528 ,-0.0628240160071165 -0.130470017599511 -0.855434539658618 
E 609 604 :0.997464097907055 -0.00416563829083271 -0.0710494253607664 0.003446031311798 0.999941551734892 -0.0102478281706349 0.0710879613905426 0.00997700213725034 0.997420152781008 ,-0.0697917041044445 -0.135804030212385 -1.05572544787391 
E 609 603 :0.998907489203208 -0.045903489508476 -0.0087577202905491 0.0460955466121082 0.998668557401348 0.0231584334626049 0.00768300698120376 -0.0235368245278791 0.999693447660267 ,-0.0496999133092455 -0.226035202616707 -1.37684061502684 
E 609 602 :0.999553825410444 -0.0175109195923269 0.0241974751240326 0.0174104274485592 0.999838931762483 0.00435747038036268 -0.0242698809928185 -0.00393423780271893 0.999697701632602 ,-0.0417208847078889 -0.230656381508105 -1.56563160482761 
E 609 601 :0.997211932367589 0.00131074367845569 0.0746099450120963 -0.00483052456610377 0.99888250903203 0.0470148825617155 -0.0744649446123134 -0.0472442070616602 0.996103888619556 ,-0.0504444719467045 -0.270003110052762 -1.83604085575139 
E 609 600 :0.996806947073248 -0.00769690291507233 0.0794774682034309 0.00488058514777778 0.99935530278708 0.0355690691466369 -0.0797000009731915 -0.0350675986753997 0.996201873802702 ,-0.0670690352371537 -0.348825390608384 -2.09110825782748 
