V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
E 418 416 :0.989615612517392 0.0548853685483411 0.132847791781193 -0.0531163318682893 0.998446556442054 -0.0168264440052698 -0.133564945815451 0.00959532429454544 0.990993609969811 ,0.00979819821121453 -0.0948114137463492 -0.515949385087261 
E 418 415 :0.946599409316856 0.102887987612378 0.30555461097168 -0.0908560999968755 0.994432319625137 -0.0533809964156481 -0.309345643858674 0.0227689193868484 0.950677047653733 ,-0.0189980867328856 -0.135137672762347 -0.828765238027479 
E 418 414 :0.917256398212125 0.110849558903594 0.382561204553989 -0.0980048167653171 0.993775280036267 -0.0529693182855458 -0.386051493754028 0.0110936053525188 0.922410524707175 ,-0.102275433071426 -0.203315300828187 -1.0776383903341 
E 417 416 :0.996378313947362 0.0143559617092533 0.0838102729909323 -0.0175660735304978 0.999135028827045 0.0376912089418898 -0.0831966859684524 -0.0390269206341277 0.995768653307426 ,0.0169620625059395 -0.0825563258941031 -0.259879205433556 
E 417 415 :0.963729106141795 0.0617637093458621 0.259637158709951 -0.0657157781699196 0.997816815253837 0.0065604646338787 -0.258665124194697 -0.0233847686439341 0.965683957680157 ,0.00544354518388701 -0.139437019943934 -0.571232865194673 
E 417 414 :0.938558801634636 0.0703177273379559 0.337879850089025 -0.0778757449642511 0.996923809452151 0.00884796551049624 -0.336218298461609 -0.0346169809405282 0.941147661321083 ,-0.0625204420543923 -0.223272016004174 -0.819977194165538 
E 417 413 :0.941940606944097 0.062746841714595 0.329864709910941 -0.0761297360685399 0.996710383254693 0.0277970357847448 -0.327035405233012 -0.0512956700621748 0.943618883849276 ,-0.266071134211685 -0.342672315623453 -1.35418553366036 
E 416 415 :0.982913231179624 0.0459578322877632 0.178239887857463 -0.0417287744975666 0.998753045429057 -0.0274055400442052 -0.179277130027682 0.0194995358301967 0.983605347053098 ,0.0154259622418635 -0.0448456787141467 -0.313145486688065 
E 416 414 :0.964499855569417 0.0554310397569475 0.258200364906864 -0.0512129056218325 0.998421971864247 -0.0230391926177762 -0.259070003868343 0.0089981070327832 0.965816632267991 ,-0.0301245252426838 -0.11987612313299 -0.569693214842395 
E 416 413 :0.967074756236888 0.0492789342259517 0.249675794763765 -0.0497782379511772 0.998750960806814 -0.00431802199403702 -0.249576727432345 -0.00825257105509107 0.968319860477488 ,-0.186396262791845 -0.221246804410001 -1.12320111436462 
E 416 411 :0.91271484704221 0.0403482190049309 0.406600085110474 -0.0553124360884646 0.998153241178525 0.0251125773023092 -0.404835945047712 -0.0454106633725502 0.913261041131938 ,-0.323458279895668 -0.318535518103737 -1.61868021568343 
E 416 410 :0.90121045557469 0.0412088750993498 0.431418061021912 -0.0555796125551794 0.99823858645458 0.0207516549069674 -0.429803003050323 -0.0426796570535414 0.901913424582823 ,-0.435243539598844 -0.391285492916708 -1.86344639962761 
E 416 408 :0.932902891517027 0.0049008319177181 0.360094677613658 -0.01575129393188 0.999505797282574 0.0272040059182124 -0.359783395584957 -0.0310506528923449 0.932519042816991 ,-0.719392344494828 -0.555421079187013 -2.5185919774112 
E 416 409 :0.923730191250303 0.0166992750885663 0.382679589192049 -0.0391925108199089 0.997926390121718 0.0510574871519108 -0.381033437992402 -0.0621615163115621 0.922469221720453 ,-0.60844019333797 -0.472330683555612 -2.21448932801005 
E 427 425 :0.999791217243601 0.0175677242588473 0.0104353719111476 -0.0176070152900459 0.999838192661905 0.00368530964114293 -0.0103689408878126 -0.00386827596483476 0.999938758877725 ,0.00307361091812197 -0.227685718944159 -1.30887544234209 
E 427 424 :0.99924802842712 0.0151952095464246 -0.0356718837651538 -0.014459387943926 0.999679182205585 0.020795642934506 0.0359764337421241 -0.0202642115961285 0.999147165308287 ,-0.0255972957653938 -0.335343604852298 -1.96463552238811 
E 427 422 :0.998504114016736 0.0358355426493517 -0.0412958614715716 -0.0352151949388798 0.999257160364771 0.0156530350140294 0.0418261202727366 -0.014175378046466 0.999024341205043 ,-0.215451727834072 -0.561930001927621 -3.24063381031625 
E 427 421 :0.935271244184822 0.103282445689844 0.338526861878491 -0.104402836644079 0.994422699102382 -0.014951361496608 -0.338183008889631 -0.0213595861911431 0.940837935340672 ,-0.29380708227918 -0.686492094385613 -3.83105335837542 
E 427 420 :0.826134796571132 0.16448062865809 0.538931740288706 -0.162929696777797 0.985320725442722 -0.0509605918423554 -0.539402643488396 -0.0457076668543405 0.840806516024027 ,-0.550055610651675 -0.789442948878119 -4.37863100573747 
E 424 422 :0.999767212117416 0.0208499688534622 -0.00554980844530268 -0.02087899138371 0.999768362326485 -0.00522392666646217 0.00543960419229745 0.00533858500234542 0.999970954686387 ,-0.232341234175323 -0.203541482702889 -1.272849616896 
E 424 421 :0.923910929301716 0.0880575949027754 0.372336480480732 -0.0833046877678074 0.996105904184248 -0.0288679172298599 -0.373428605911154 -0.00434599001616677 0.927648742066754 ,-0.330077765754154 -0.317289852802631 -1.86256090038371 
E 424 420 :0.808463646918253 0.148465410434591 0.569512557821272 -0.139393565381181 0.988430164472283 -0.0597933432048869 -0.57180063443648 -0.0310456416552055 0.819804978389528 ,-0.604344887122416 -0.413005199602196 -2.40267161602241 
E 424 419 :0.601758993608134 0.157507302404266 0.782992696837625 -0.158487424566659 0.984414520515559 -0.0762219656814932 -0.782794896423037 -0.0782272426169686 0.61734321786717 ,-0.967632398101152 -0.472841674031002 -2.83052282047171 
E 421 420 :0.972087250548546 0.0664212797750582 0.225021312132899 -0.0651743493190407 0.997789553722451 -0.0129734603399186 -0.225385628450014 -0.00205428220924638 0.974267467594396 ,-0.0437320623219293 -0.117146609358898 -0.60038957791182 
E 421 419 :0.861492463304427 0.0927286640252158 0.499231540007009 -0.101478790856997 0.994790805095003 -0.00965966379530414 -0.497526673331062 -0.0423396854798785 0.866414773856951 ,-0.214620826559674 -0.206880862235096 -1.13082304836025 
E 422 421 :0.923403868080676 0.0672157691054755 0.377898580041266 -0.06601545751939 0.997687965203941 -0.0161456946498005 -0.378110110658458 -0.0100381507648767 0.925706205956874 ,-0.098546624429261 -0.11890804914492 -0.588557522966347 
E 422 420 :0.808075474300039 0.127624548596143 0.575087821493724 -0.125557441013925 0.991130966195002 -0.0435285751592677 -0.575542662919788 -0.0370321812075948 0.816932837333772 ,-0.373689448347058 -0.223203112568399 -1.12663041098094 
E 422 419 :0.600669874577848 0.136491529084113 0.787759966146359 -0.150083073728287 0.987052892591364 -0.0565831972169338 -0.785283880361046 -0.0842416151038276 0.613378005417374 ,-0.737970406366721 -0.292884379927557 -1.55214043090695 
E 439 438 :0.998089916807132 0.0317917703542742 0.0529698150428427 -0.0304441189006919 0.999196756219084 -0.0260575897891742 -0.0537556842788965 0.0243951982775593 0.998256079725391 ,0.00134416980166208 -0.083765633453055 -0.508647687995776 
E 439 437 :0.999415091284594 0.0238959006261366 -0.0244634675766359 -0.0249845127655349 0.998665206759164 -0.0452059612279677 0.0233505767482547 0.0457907276852148 0.998678106210195 ,-0.0309059070390987 -0.169729527162417 -0.946512379396928 
E 439 436 :0.999352994713182 0.0304575320254416 0.0191293152181361 -0.0298058732436027 0.998995045301836 -0.0334740105539824 -0.0201296268714029 0.0328821867475543 0.999256503564884 ,-0.0331764856199683 -0.285124525329579 -1.59352943973863 
E 439 435 :0.999515571814554 0.0297632443442911 0.00909785613907966 -0.029587470323808 0.999383870691887 -0.0188801642137582 -0.00965418562402581 0.0186018355815419 0.999780360085621 ,-0.0752985203015584 -0.430825901694973 -2.23394969326297 
E 439 434 :0.998770661656552 0.0275339345788745 0.0412195082544621 -0.0265182020314714 0.999335938520814 -0.0249893365606558 -0.04188019072487 0.0238655489635147 0.998837566973489 ,-0.0729447202913818 -0.553576774826027 -2.88486035922109 
E 439 432 :0.996440961916894 -0.00846571212917387 -0.0838674020837723 0.00601629742172992 0.999549161581782 -0.0294156037927294 0.0840786154706918 0.0288063413036698 0.996042660291831 ,-0.198703468164844 -0.826451552649957 -4.1760383761707 
E 439 433 :0.999612561556577 0.0278094406041409 -0.00116695826162193 -0.0278035117569976 0.99960177882341 0.00482167056660129 0.00130058151536459 -0.00478735692831533 0.999987694774972 ,-0.158879441127098 -0.690531546511082 -3.5342759078902 
E 428 427 :0.995091565957562 -0.0118155415048605 0.0982505386197612 0.0111598844127162 0.99991165877406 0.00722022351479538 -0.0983271698973437 -0.00608831886941771 0.995135518426171 ,-0.0295501101802458 -0.13107705589475 -0.641158165404143 
E 428 425 :0.994073090390344 0.00528780438243038 0.108585128293902 -0.00652277151426406 0.999917989685263 0.0110212229609077 -0.108517945122283 -0.0116641771503387 0.994026057283129 ,-0.15239907301261 -0.368158732907531 -1.94258260347851 
E 428 424 :0.998048834878717 0.00131790428968548 0.0624242446932109 -0.00304686019410421 0.999614133966172 0.027609777580012 -0.0623637702531864 -0.0277461042912943 0.997667737203356 ,-0.244085995292323 -0.480861806540659 -2.5916781660475 
E 428 422 :0.998128547874556 0.0224601432713591 0.0568765670734496 -0.0237668995502127 0.999466455878126 0.022403974205202 -0.0563430244449185 -0.0237138258964529 0.998129810223977 ,-0.555698817491283 -0.718759933056347 -3.84142200458114 
E 428 421 :0.898687440245088 0.0889272570948388 0.42947971743881 -0.096397851502947 0.995333249751318 -0.0043790598414821 -0.427864860641005 -0.0374655159455724 0.90306588693383 ,-0.690206839882308 -0.848448419349609 -4.42050663364113 
E 428 420 :0.771008270750994 0.147540385526504 0.619498249450515 -0.157590342180042 0.986739246234819 -0.0388708630148417 -0.617018257821548 -0.067657184235172 0.784035059762144 ,-0.99778096795005 -0.958203516000651 -4.93959760941208 
E 430 429 :0.994355859025766 0.00197522326183147 0.106077915299074 -0.00741781380194794 0.99867429573029 0.0509374821325948 -0.105836674454233 -0.0514368500267532 0.993052289056218 ,-0.074799528596813 -0.122543862768381 -0.650477540185584 
E 430 428 :0.993318844143806 0.022337919400308 0.113219659183724 -0.0251505346250866 0.999408017923947 0.0234747591553002 -0.112628257896878 -0.0261654555892378 0.993292627807597 ,-0.141434734451522 -0.257468184991524 -1.2847035339951 
E 430 427 :0.977559924048466 0.00991002862318452 0.210424300467043 -0.0161820135553366 0.999473974361041 0.0281054623203391 -0.210035085953875 -0.0308798624937476 0.977206066682312 ,-0.24630711341981 -0.402775478062665 -1.91480334463466 
E 430 425 :0.974999463234583 0.0262679490361015 0.220649136743637 -0.0340678124559441 0.998919251301287 0.0316182468543476 -0.219580123979248 -0.0383448071205556 0.974840625394811 ,-0.52097804590926 -0.66717771512134 -3.18745902986343 
E 430 424 :0.984251849729882 0.0204969946501307 0.175579524756215 -0.0296104927733352 0.998337901202689 0.0494434398068216 -0.17427425231808 -0.0538637933358118 0.983222852026157 ,-0.688060324117963 -0.792745457441569 -3.81892540130963 
E 430 422 :0.984549854370107 0.041951213402389 0.170004940968983 -0.0501789355042075 0.99775322868803 0.0443910922852367 -0.167760718559098 -0.052235910413039 0.984442863233746 ,-1.14440093312635 -1.05200295907149 -5.01896562060634 
E 430 421 :0.842087128255104 0.106324961193216 0.528757289362835 -0.128987279840265 0.991627968285637 0.00602114217637606 -0.523690318858846 -0.0732732907747444 0.848751715634531 ,-1.34647102175054 -1.1918255956286 -5.57562335096474 
E 431 430 :0.999432236366656 0.00415839008376161 -0.0334352015554903 -0.00425247842409325 0.999987194923355 -0.00274343153225385 0.0334233651566926 0.0028840563848192 0.999437122024378 ,-0.0400147971776832 -0.134235123635889 -0.638488516284625 
E 431 429 :0.997299124309391 0.00784678053819216 0.0730266025973227 -0.0113558399826848 0.99879422151137 0.0477613648651762 -0.0725637757425115 -0.0484616457694359 0.99618570926274 ,-0.0935325948426637 -0.254674793244448 -1.2914533923569 
E 431 428 :0.996416036597625 0.027356012414812 0.0800420551700207 -0.0290652916093927 0.999372012043309 0.0202679640854655 -0.0794373390462001 -0.0225217701184743 0.996585409804895 ,-0.139485561679635 -0.387574067386154 -1.92793869649348 
E 431 427 :0.983960175382066 0.0150930791597718 0.177748620876707 -0.0197626419510014 0.99950375062577 0.024529379693253 -0.177290189365377 -0.0276487150966571 0.983770164880137 ,-0.223835128162783 -0.530704896568423 -2.56160810007064 
E 431 425 :0.981645932446162 0.0316889973136885 0.188061348397694 -0.0376111373599213 0.998899952530144 0.028005127776346 -0.186967017568337 -0.0345643209759628 0.981757934552643 ,-0.456898100779974 -0.790444271985493 -3.84349041327813 
E 431 424 :0.989396790096217 0.0264377824173064 0.142811187965639 -0.0333175138844867 0.998385726010922 0.0459987539635658 -0.141364546530801 -0.0502691332578829 0.988680473775851 ,-0.603294469997024 -0.913567507863064 -4.48054794265623 
E 431 422 :0.989391312617885 0.0478229603543565 0.137177968271894 -0.0539048299270769 0.997705361395349 0.0409668299177402 -0.13490403932719 -0.047926780675545 0.989698905661356 ,-1.02033049262023 -1.16758888290936 -5.69591283780726 
E 431 421 :0.858582333745859 0.112838076902721 0.500103933778179 -0.131129876958479 0.991364146066467 0.00144404389086528 -0.495622166118877 -0.0668183978766345 0.865964185262203 ,-1.20425532685011 -1.30502327796474 -6.2594143565163 
E 429 428 :0.999819174803342 0.0175676832501525 0.00727971158671496 -0.0173619231563639 0.999473089440449 -0.027424571257845 -0.00775766201093849 0.0272932224111851 0.999597368289121 ,0.00186610617780048 -0.102254484555118 -0.643760803906567 
E 429 427 :0.994391888205936 0.00570840513681564 0.105603914610335 -0.00342611867249328 0.999756904820766 -0.0217805641350955 -0.105702575091977 0.0212966047527533 0.994169714005074 ,-0.0346488273228758 -0.215165940028129 -1.28800909417403 
E 429 425 :0.992988767601934 0.0227681788875322 0.115995333727432 -0.020802297085481 0.999619200941883 -0.0181305693313282 -0.116363962859471 0.0155904823035095 0.993084268835824 ,-0.171114546334621 -0.414298794710589 -2.59442723970861 
E 429 424 :0.997360845966176 0.0186765868203807 0.0701607300302318 -0.0186630022875408 0.999825470384768 -0.000849185193385755 -0.0701643447860061 -0.000462465802192578 0.997535338144034 ,-0.269490049695207 -0.507549455096225 -3.24562620972193 
E 429 422 :0.997120370752578 0.0398417622144108 0.0645259654239379 -0.0395386243794708 0.999200216675142 -0.00596859937737646 -0.064712158149918 0.00340014411442342 0.997898178977986 ,-0.594323618078548 -0.705638343749484 -4.49894248128101 
E 429 421 :0.893716715207217 0.106124137915531 0.435899185948894 -0.100215990376819 0.994292325659327 -0.0365995410867461 -0.437295310096068 -0.0109744469861795 0.899251006828089 ,-0.73530121336222 -0.817042030187224 -5.08029010143116 
E 429 420 :0.763608640853431 0.164355904247623 0.624410906657565 -0.153972031335346 0.985513207340646 -0.0711078879142177 -0.627052196535857 -0.0418432180418764 0.77785261323946 ,-1.0485266996417 -0.907163369888139 -5.59978158884923 
E 433 432 :0.995996979278665 -0.0362159440575554 -0.0817216168696744 0.0333218530083561 0.998777786982349 -0.0365046071438949 0.0829437844558791 0.0336353627401372 0.995986441169495 ,-0.0368642085935065 -0.133901017829757 -0.642363459764553 
E 433 431 :0.994843942005365 -0.0322366383456222 -0.0961578400516519 0.0303067714899157 0.999310169010568 -0.0214635904249101 0.0967834213958338 0.0184386892224969 0.995134656256465 ,-0.0834188775806766 -0.280951140682163 -1.28113608140406 
E 433 430 :0.991202272802547 -0.0283766010022232 -0.12927808362838 0.0253226340541797 0.99936149794029 -0.0252063610840091 0.129910810156907 0.0217109407926044 0.991287958392654 ,-0.0575043903858159 -0.402602128079607 -1.92286602028544 
E 433 429 :0.999500642234478 -0.019731478835356 -0.0246806587399002 0.0204343894574064 0.99938319380612 0.0285598961024325 0.0241019065712353 -0.0290499686892877 0.999287344770654 ,-0.0440759849979457 -0.51056569567433 -2.58005438298474 
E 433 428 :0.999853947962299 -0.00283578612794526 -0.0168535177705 0.00285792216926044 0.999995084726028 0.00128949783187419 0.0168497781907791 -0.00133747554015457 0.999857137862255 ,-0.0243047377655969 -0.631104717963979 -3.22034094109656 
E 433 427 :0.996571742466436 -0.0145467418418114 0.0814441797748554 0.0138769311332242 0.999865125162319 0.00878420551131343 -0.0815609765741867 -0.00762389571865529 0.996639194149185 ,-0.0426730550608809 -0.763092353558278 -3.86173010972049 
E 433 425 :0.995775310291382 0.00264806094047441 0.0917851795627042 -0.00382168958511777 0.99991314601662 0.0126132910796736 -0.091743806890805 -0.0129107783034604 0.995698943306048 ,-0.142898182726967 -1.00220214201525 -5.1647215103482 
E 433 424 :0.998962756966728 -0.00104936062558569 0.0455226211428034 -0.000274917273275807 0.999577208515397 0.0290745358872536 -0.0455338842393946 -0.0290568934823359 0.998540115532285 ,-0.223312568533565 -1.11600370309031 -5.81511850843665 
E 433 422 :0.998999745174026 0.0200222511968938 0.0399827287617935 -0.0209868632325104 0.999495153640971 0.0238534991116941 -0.0394849428756148 -0.0246687515942776 0.99891560803748 ,-0.51314267084652 -1.3564027674345 -7.06961622990407 
E 437 436 :0.999043111260175 0.00624813071275971 0.0432876738366293 -0.00680739897583533 0.999895102885388 0.0127844649869668 -0.0432032540762143 -0.0130669081429179 0.998980848039046 ,-0.0144943842198515 -0.144922609241505 -0.640889684469194 
E 437 435 :0.999444744173065 0.0052110800777094 0.0329096944571234 -0.00610572457498198 0.99961291097301 0.0271431085817373 -0.0327555105631401 -0.0273289747427381 0.999089687499205 ,-0.0679056857395466 -0.320761357782715 -1.27284634863699 
E 437 434 :0.997871089741279 0.00310718256025071 0.0651431782697957 -0.00453400564428251 0.999752800682942 0.0217664953410308 -0.065059442445895 -0.0220155159637646 0.997638504672649 ,-0.0776855311925004 -0.473097810759143 -1.91740509072683 
E 437 433 :0.999752905980204 0.00270682367112058 0.0220635466267666 -0.00382020280783696 0.998712832197218 0.0505775133346715 -0.0218982427296127 -0.0506493031563647 0.998476396844277 ,-0.175312467430288 -0.641660474233746 -2.55766874765951 
E 437 432 :0.997671104817582 -0.0327613645642391 -0.0598252421972095 0.0336691420995426 0.999331737631495 0.0142290910707023 0.0593190987991774 -0.016210217589735 0.998107445800975 ,-0.226702829688797 -0.80773745668337 -3.19146424579683 
E 437 431 :0.996815542633794 -0.0291168935654024 -0.0742359782908222 0.0313623207550622 0.999079622682372 0.0292628156147828 0.0733156108925718 -0.031497841988765 0.996811269573885 ,-0.287737623570486 -0.986727983863844 -3.82079617976103 
E 437 429 :0.999840757431516 -0.017662394558102 -0.00254943076902122 0.0178088063103262 0.996702923008507 0.0791588888508424 0.00114288957182675 -0.0791916857048305 0.996858751638693 ,-0.277684723005208 -1.28189334194134 -5.10696716832493 
E 437 430 :0.99389218977102 -0.0251854736006936 -0.107443040871321 0.0280740116022779 0.999281641765073 0.025456832164576 0.106724715903688 -0.0283177038406893 0.993885276409943 ,-0.276317665891042 -1.14077848916493 -4.45595432087324 
E 437 428 :0.999986391789229 -0.000157784509753601 0.005214531657538 -0.000113181434440488 0.99865111034119 0.0519225096106867 -0.0052156903974337 -0.0519223932264051 0.998637502628116 ,-0.272371631338018 -1.43473684238762 -5.74060592190509 
E 432 431 :0.999899022118927 0.00272064681170699 -0.0139478903974651 -0.00250413690450608 0.999876471404713 0.0155168047491867 0.0139883831795258 -0.0154803104680378 0.999782318869381 ,-0.104250510906695 -0.166669723827638 -0.627036340355581 
E 432 430 :0.998853560891365 0.00683835564960275 -0.0473793286850894 -0.00623604443684864 0.999898006071598 0.0128487043636558 0.047462360291307 -0.0125385145074097 0.998794328182497 ,-0.135720905990901 -0.310695364698702 -1.26386761066426 
E 432 429 :0.998179635518062 0.0112392922248993 0.0592544812424559 -0.0149777686937985 0.99789922255625 0.0630302155048509 -0.0584215857537632 -0.0638029774533775 0.996251021774181 ,-0.180453490820355 -0.441118069161973 -1.91557453258651 
E 432 428 :0.997344327523117 0.0303863195220877 0.0661888505970902 -0.0327894770640089 0.998830591912709 0.0355288453678997 -0.0650318579723136 -0.0376047901896671 0.997174376527726 ,-0.217885762148882 -0.583762072112904 -2.55050677156613 
E 432 427 :0.986279874129494 0.0181964930328475 0.164075889540219 -0.0249751489396695 0.998913468481223 0.0393462122986941 -0.1631816528368 -0.0429041970921042 0.985662710083592 ,-0.293777868236297 -0.736496522093461 -3.18300244165478 
E 432 425 :0.98405227676798 0.0348855507575872 0.174425098354835 -0.0429657978216984 0.998160878414663 0.0427644831608354 -0.172612446843497 -0.0495768005301697 0.983741370505425 ,-0.50964441174488 -1.01551090824499 -4.46384504126471 
E 432 424 :0.991177974917988 0.0298525160894394 0.129131906671459 -0.0379845093010534 0.997416176672335 0.0609766149068559 -0.126977947261069 -0.0653436897907562 0.989750879319586 ,-0.647475364409274 -1.14813743562871 -5.10090575783103 
E 432 422 :0.991026376730619 0.0512010126876223 0.123471360743874 -0.0584690220761976 0.99671869051564 0.0559752216095833 -0.120200224964993 -0.0626921707755504 0.990768185622557 ,-1.04820860171221 -1.41994169625369 -6.31790742091046 
E 432 421 :0.865051761490985 0.116455810146165 0.48797898953187 -0.140954158757503 0.989922314219974 0.0136285339759916 -0.481474168642835 -0.0805720552832726 0.872748972406797 ,-1.22462911662902 -1.56564228430793 -6.88173155992479 
E 447 446 :0.999876633084736 0.0108739711252502 0.0113346973096022 -0.0110026244582069 0.999875046159573 0.0113505207996433 -0.0112098557602114 -0.0114738319387506 0.999871336880139 ,0.00042541294131837 -0.0498089028798319 -0.129761282378059 
E 447 445 :0.9998829920892 0.0111394124945914 0.0104840650524625 -0.0114480716878198 0.999488639203511 0.0298563520501724 -0.0101461216915362 -0.0299728809490953 0.999499215918768 ,-0.00777497079379685 -0.125450321777635 -0.382323124891144 
E 447 444 :0.99999297965204 -0.00225194229144627 -0.00299489608360252 0.00225250049962656 0.999997446368131 0.000183026542257441 0.00299447627052947 -0.000189771262272073 0.999995498539235 ,-0.0176332746088264 -0.185703475505747 -0.702623397940453 
E 447 443 :0.99728141852628 -0.0012704823937441 0.0736760350229153 -0.000259674670159973 0.999784549249568 0.0207554246139308 -0.0736865308674275 -0.0207181311011894 0.99706622358417 ,-0.0545173048915828 -0.318597308402488 -1.34216431446553 
E 447 442 :0.99911173734282 0.00581211353509795 0.0417367420873677 -0.00687434672993715 0.999654936444358 0.0253525422682418 -0.0415749884046757 -0.0256169353881669 0.998806934777923 ,-0.097323526192838 -0.445620139407239 -1.71133452839491 
E 447 441 :0.999669873245507 -0.0233438195937529 0.010733620641997 0.0226508267880772 0.997899544791239 0.060691338354451 -0.0121278428060604 -0.0604281771379234 0.998098868267397 ,-0.127451344245308 -0.591269664602791 -2.34466438951198 
E 447 440 :0.999543073128664 -0.0117771591598868 0.0278378067137108 0.0097802520897707 0.997441741138883 0.0708118613149916 -0.0286005529591259 -0.070507244705461 0.997101166790249 ,-0.178353760698229 -0.749811687136997 -2.97072894749967 
E 445 444 :0.999819803454836 -0.0136977958077219 -0.0131427169772129 0.0133009298704549 0.999466689554823 -0.0298231744605423 0.0135442195830695 0.0296429900707176 0.999468782531777 ,-0.00591756234397423 -0.0507318363880529 -0.322042166239694 
E 445 443 :0.997915333994466 -0.0125057302500633 0.0633134495160844 0.0130581848286829 0.999880128275679 -0.00831942836929739 -0.0632018194966971 0.00912884386571296 0.997959014299677 ,-0.0347870388117641 -0.164799695263255 -0.965617230487631 
E 445 442 :0.999495356271627 -0.00537277535984931 0.03130760413041 0.00550480848984463 0.999976308984647 -0.00413262058890331 -0.0312846587794082 0.00430287745285515 0.999501253311211 ,-0.0723884390557359 -0.281169313056324 -1.33884379142028 
E 445 441 :0.999416646242257 -0.0341520020693659 -8.92666464666013e-05 0.0341384855083426 0.998940428208871 0.0308639708572163 -0.00096489433453838 -0.0308490136719546 0.999523590184039 ,-0.0944194838676609 -0.408097244458745 -1.97652091652925 
E 445 440 :0.999604338345642 -0.0224791906111635 0.0169071804283975 0.021766814418886 0.998913803153392 0.0411997531507092 -0.0178149530065388 -0.0408154365294869 0.999007871635796 ,-0.137148816703565 -0.548360259368863 -2.60753910203744 
E 445 439 :0.998834430109563 -0.0327715175693122 -0.0354373935823236 0.0332461250041294 0.999364102790245 0.0128874057303202 0.0349925191993096 -0.0140505405750935 0.999288800052134 ,-0.120857352864569 -0.686986535980964 -3.242449795248 
E 438 437 :0.997011530561933 -0.00901473672893541 -0.0767251096334158 0.00737837290934824 0.999739802008887 -0.0215844363475615 0.076899723925137 0.020953825448813 0.99681862425383 ,-0.00603366540189398 -0.0976019267486521 -0.436569359014705 
E 438 436 :0.999433642769956 -0.00178177278414895 -0.0336038537272327 0.00149820281071164 0.999963075073749 -0.00846190743212719 0.0336176901037766 0.00840676958156816 0.999399408213397 ,0.02999403687474 -0.228760529790009 -1.07957142978837 
E 438 435 :0.999026145738705 -0.00171892171580312 -0.0440886089438387 0.00197714937986569 0.999981143509537 0.00581407823211744 0.0440777836420741 -0.00589558593308804 0.99901070617672 ,0.0268144377639885 -0.39130718555009 -1.71730941113757 
E 438 434 :0.999921548208017 -0.00422546857608562 -0.0117916429980991 0.00423411050472797 0.9999907854672 0.000708017602461037 0.0117885426374874 -0.000757889176697622 0.999930225498999 ,0.0678909322500942 -0.529763723093353 -2.36376166853887 
E 438 433 :0.998479758171836 -0.00241832550123426 -0.0550665435893943 0.00403000218510686 0.999566177739054 0.0291755960097935 0.0549720984091076 -0.0293531603393694 0.998056341282691 ,0.02119959843359 -0.68518312469439 -3.01302792327421 
E 438 432 :0.989834812400953 -0.0404284400253531 -0.136354631004181 0.0397412015964059 0.999179876365879 -0.00775961088845098 0.136556512312096 0.00226183610873358 0.990629700262703 ,0.0200879840553725 -0.837915952916575 -3.65223893255713 
E 438 430 :0.98248042798533 -0.0319457895693817 -0.183607394062851 0.033096421171541 0.999447024549264 0.0032050000404747 0.183403477424498 -0.00922559745557181 0.982994431734071 ,0.0706418371431567 -1.14394310001626 -4.92350004044587 
E 438 431 :0.987928718500854 -0.0356196430087724 -0.15075837685909 0.0371265610009981 0.999284692038393 0.00719185135917595 0.150394367013858 -0.0127021765717898 0.98854448007201 ,0.00913470489857815 -1.00372646952101 -4.28801282023318 
E 434 433 :0.999066530046102 0.00146810689186515 -0.043173061088999 -0.000230742549897922 0.999589432204659 0.0286515930210453 0.0431973992216667 -0.0286148857576262 0.99865668425819 ,-0.054999636645654 -0.154728604852764 -0.648780424639028 
E 434 432 :0.991535228993121 -0.0361679665797457 -0.124698708329501 0.0354548248017956 0.999339784271937 -0.00793416470669428 0.124903342884942 0.00344583296248859 0.992162930758533 ,-0.0642932177254067 -0.306970877516122 -1.2880418630637 
E 434 431 :0.989781342092456 -0.0315355069222805 -0.139062599748499 0.0328377748786502 0.999435620621192 0.00707960271149489 0.138760856824522 -0.0115737650178459 0.990258285790448 ,-0.0834425452106444 -0.472251737368936 -1.92375962954093 
E 434 430 :0.9847055442532 -0.0278202705683419 -0.171991347638517 0.0288056765179028 0.999579793022298 0.00323579694128114 0.171829054927724 -0.00814063431211037 0.985093145827156 ,-0.0300253992099897 -0.612245343401824 -2.56002705493776 
